"chromosome","position","strand","cellType","patient","reads","sampleReplicate","timePoint","timePointMonths","inferredCells","relativeAbundance","nearestGene","source","sample"
"chr17",59831095,"+","Tcells","p00007",644,"GTSP1132-1","m24",24,31,0.402858999350227,"VMP1","Illumina","GTSP1132"
"chr17",64921257,"+","Tcells","p00007",2,"GTSP1132-2","m24",24,1,0.0129954515919428,"LRRC37A3","Illumina","GTSP1132"
"chr17",67431367,"+","Tcells","p00007",321,"GTSP1132-1","m24",24,15,0.194931773879142,"PITPNC1","Illumina","GTSP1132"
"chr17",67785096,"+","Tcells","p00007",4323,"GTSP1132-1","m24",24,122,1.58544509421702,"BPTF","Illumina","GTSP1132"
"chr17",76556920,"+","Tcells","p00007",1564,"GTSP1132-1","m24",24,59,0.766731643924626,"SNHG16","Illumina","GTSP1132"
"chr17",7687169,"+","Tcells","p00007",47,"GTSP1132-2","m24",24,1,0.0129954515919428,"TP53,WRAP53","Illumina","GTSP1132"
"chr17",77388613,"+","Tcells","p00007",39,"GTSP1132-1","m24",24,1,0.0129954515919428,"SEPT9","Illumina","GTSP1132"
"chr17",80775264,"+","Tcells","p00007",746,"GTSP1132-1","m24",24,38,0.493827160493827,"RPTOR","Illumina","GTSP1132"
"chr17",80779894,"+","Tcells","p00007",2,"GTSP1132-2","m24",24,1,0.0129954515919428,"RPTOR","Illumina","GTSP1132"
"chr17",8191956,"+","Tcells","p00007",10,"GTSP1132-2","m24",24,1,0.0129954515919428,"BORCS6","Illumina","GTSP1132"
"chr17",82457797,"+","Tcells","p00007",4,"GTSP1132-1","m24",24,1,0.0129954515919428,"NARF","Illumina","GTSP1132"
"chr17",82495144,"+","Tcells","p00007",59,"GTSP1132-1","m24",24,4,0.0519818063677713,"NARF","Illumina","GTSP1132"
"chr18",23867327,"-","Tcells","p00007",51,"GTSP1132-1","m24",24,1,0.0129954515919428,"LAMA3","Illumina","GTSP1132"
"chr18",25165155,"-","Tcells","p00007",9,"GTSP1132-3","m24",24,1,0.0129954515919428,"ZNF521","Illumina","GTSP1132"
"chr18",2982002,"-","Tcells","p00007",117,"GTSP1132-1","m24",24,7,0.0909681611435997,"LPIN2","Illumina","GTSP1132"
"chr18",3060672,"-","Tcells","p00007",115,"GTSP1132-1","m24",24,5,0.0649772579597141,"MYOM1","Illumina","GTSP1132"
"chr18",56328028,"-","Tcells","p00007",3,"GTSP1132-3","m24",24,1,0.0129954515919428,"LINC01539","Illumina","GTSP1132"
"chr18",59881995,"-","Tcells","p00007",101,"GTSP1132-1","m24",24,3,0.0389863547758285,"PMAIP1","Illumina","GTSP1132"
"chr18",65371989,"-","Tcells","p00007",2,"GTSP1132-1","m24",24,1,0.0129954515919428,"CDH7","Illumina","GTSP1132"
"chr18",74378015,"-","Tcells","p00007",29,"GTSP1132-1","m24",24,2,0.0259909031838856,"C18ORF63","Illumina","GTSP1132"
"chr18",75209932,"-","Tcells","p00007",959,"GTSP1132-1","m24",24,29,0.376868096166342,"ZADH2","Illumina","GTSP1132"
"chr18",75210222,"-","Tcells","p00007",377,"GTSP1132-1","m24",24,9,0.116959064327485,"TSHZ1","Illumina","GTSP1132"
"chr18",47936414,"+","Tcells","p00007",21,"GTSP1132-2","m24",24,1,0.0129954515919428,"SMAD2","Illumina","GTSP1132"
"chr18",5294095,"+","Tcells","p00007",283,"GTSP1132-1","m24",24,15,0.194931773879142,"ZBTB14","Illumina","GTSP1132"
"chr18",55478015,"+","Tcells","p00007",376,"GTSP1132-1","m24",24,13,0.168940870695257,"TCF4,TCF4-AS1","Illumina","GTSP1132"
"chr18",62937984,"+","Tcells","p00007",151,"GTSP1132-1","m24",24,11,0.142949967511371,"PHLPP1","Illumina","GTSP1132"
"chr18",63918299,"+","Tcells","p00007",170,"GTSP1132-1","m24",24,6,0.0779727095516569,"SERPINB10","Illumina","GTSP1132"
"chr19",1206740,"-","Tcells","p00007",96,"GTSP1132-1","m24",24,8,0.103963612735543,"STK11","Illumina","GTSP1132"
"chr19",13103387,"-","Tcells","p00007",2,"GTSP1132-1","m24",24,1,0.0129954515919428,"LYL1","Illumina","GTSP1132"
"chr19",13152547,"-","Tcells","p00007",14,"GTSP1132-2","m24",24,1,0.0129954515919428,"IER2","Illumina","GTSP1132"
"chr19",14005316,"-","Tcells","p00007",59,"GTSP1132-3","m24",24,1,0.0129954515919428,"RFX1","Illumina","GTSP1132"
"chr19",15465378,"-","Tcells","p00007",40,"GTSP1132-1","m24",24,5,0.0649772579597141,"RASAL3","Illumina","GTSP1132"
"chr19",17405997,"-","Tcells","p00007",71,"GTSP1132-1","m24",24,3,0.0389863547758285,"BISPR,MVB12A","Illumina","GTSP1132"
"chr19",17846398,"-","Tcells","p00007",79,"GTSP1132-3","m24",24,1,0.0129954515919428,"JAK3","Illumina","GTSP1132"
"chr19",18017465,"-","Tcells","p00007",7,"GTSP1132-3","m24",24,1,0.0129954515919428,"ARRDC2","Illumina","GTSP1132"
"chr19",18020146,"-","Tcells","p00007",29,"GTSP1132-3","m24",24,2,0.0259909031838856,"ARRDC2","Illumina","GTSP1132"
"chr19",18291006,"-","Tcells","p00007",8,"GTSP1132-3","m24",24,1,0.0129954515919428,"MIR3188","Illumina","GTSP1132"
"chr19",18401079,"-","Tcells","p00007",36,"GTSP1132-3","m24",24,3,0.0389863547758285,"LRRC25","Illumina","GTSP1132"
"chr19",1904791,"-","Tcells","p00007",46,"GTSP1132-1","m24",24,9,0.116959064327485,"ADAT3,SCAMP4","Illumina","GTSP1132"
"chr19",2265234,"-","Tcells","p00007",18,"GTSP1132-2","m24",24,1,0.0129954515919428,"OAZ1","Illumina","GTSP1132"
"chr19",3066269,"-","Tcells","p00007",39,"GTSP1132-1","m24",24,2,0.0259909031838856,"MIR1268A","Illumina","GTSP1132"
"chr19",3339495,"-","Tcells","p00007",63,"GTSP1132-1","m24",24,17,0.220922677063028,"NFIC","Illumina","GTSP1132"
"chr19",38685620,"-","Tcells","p00007",91,"GTSP1132-1","m24",24,6,0.0779727095516569,"ACTN4","Illumina","GTSP1132"
"chr19",38878449,"-","Tcells","p00007",81,"GTSP1132-1","m24",24,4,0.0519818063677713,"SIRT2","Illumina","GTSP1132"
"chr19",41324160,"-","Tcells","p00007",1,"GTSP1132-1","m24",24,1,0.0129954515919428,"CCDC97","Illumina","GTSP1132"
"chr19",41329056,"-","Tcells","p00007",6,"GTSP1132-3","m24",24,1,0.0129954515919428,"TGFB1","Illumina","GTSP1132"
"chr19",46939260,"-","Tcells","p00007",1,"GTSP1132-3","m24",24,1,0.0129954515919428,"ARHGAP35","Illumina","GTSP1132"
"chr19",47111861,"-","Tcells","p00007",5691,"GTSP1132-1","m24",24,160,2.07927225471085,"ZC3H4","Illumina","GTSP1132"
"chr19",55600864,"-","Tcells","p00007",72,"GTSP1132-2","m24",24,4,0.0519818063677713,"ZNF524","Illumina","GTSP1132"
"chr19",58386445,"-","Tcells","p00007",43,"GTSP1132-4","m24",24,1,0.0129954515919428,"MIR4754","Illumina","GTSP1132"
"chr19",7522370,"-","Tcells","p00007",45,"GTSP1132-2","m24",24,2,0.0259909031838856,"MCOLN1","Illumina","GTSP1132"
"chr19",7959050,"-","Tcells","p00007",17,"GTSP1132-1","m24",24,1,0.0129954515919428,"ELAVL1","Illumina","GTSP1132"
"chr19",907871,"-","Tcells","p00007",159,"GTSP1132-2","m24",24,6,0.0779727095516569,"R3HDM4","Illumina","GTSP1132"
"chr19",952780,"-","Tcells","p00007",10,"GTSP1132-1","m24",24,1,0.0129954515919428,"ARID3A","Illumina","GTSP1132"
"chr19",10126838,"+","Tcells","p00007",17,"GTSP1132-1","m24",24,1,0.0129954515919428,"DNMT1","Illumina","GTSP1132"
"chr19",11322842,"+","Tcells","p00007",4,"GTSP1132-2","m24",24,1,0.0129954515919428,"TSPAN16,RAB3D","Illumina","GTSP1132"
"chr19",12937190,"+","Tcells","p00007",146,"GTSP1132-2","m24",24,7,0.0909681611435997,"CALR","Illumina","GTSP1132"
"chr19",13164867,"+","Tcells","p00007",3,"GTSP1132-1","m24",24,1,0.0129954515919428,"IER2","Illumina","GTSP1132"
"chr19",13837374,"+","Tcells","p00007",159,"GTSP1132-1","m24",24,6,0.0779727095516569,"MIR23A","Illumina","GTSP1132"
"chr19",14783591,"+","Tcells","p00007",1,"GTSP1132-3","m24",24,1,0.0129954515919428,"ADGRE2","Illumina","GTSP1132"
"chr19",16141735,"+","Tcells","p00007",197,"GTSP1132-1","m24",24,16,0.207927225471085,"HSH2D","Illumina","GTSP1132"
"chr19",18023315,"+","Tcells","p00007",49,"GTSP1132-1","m24",24,3,0.0389863547758285,"ARRDC2","Illumina","GTSP1132"
"chr19",18024375,"+","Tcells","p00007",156,"GTSP1132-1","m24",24,6,0.0779727095516569,"ARRDC2","Illumina","GTSP1132"
"chr19",18025436,"+","Tcells","p00007",85,"GTSP1132-1","m24",24,6,0.0779727095516569,"ARRDC2","Illumina","GTSP1132"
"chr19",20052591,"+","Tcells","p00007",204,"GTSP1132-1","m24",24,11,0.142949967511371,"ZNF682","Illumina","GTSP1132"
"chr19",3134537,"+","Tcells","p00007",360,"GTSP1132-1","m24",24,23,0.298895386614685,"GNA15","Illumina","GTSP1132"
"chr19",3156643,"+","Tcells","p00007",47,"GTSP1132-1","m24",24,6,0.0779727095516569,"GNA15","Illumina","GTSP1132"
"chr19",3179615,"+","Tcells","p00007",2,"GTSP1132-3","m24",24,1,0.0129954515919428,"S1PR4","Illumina","GTSP1132"
"chr19",35437515,"+","Tcells","p00007",22,"GTSP1132-1","m24",24,1,0.0129954515919428,"FFAR2","Illumina","GTSP1132"
"chr19",35904415,"+","Tcells","p00007",256,"GTSP1132-1","m24",24,12,0.155945419103314,"TYROBP","Illumina","GTSP1132"
"chr19",35905212,"+","Tcells","p00007",277,"GTSP1132-2","m24",24,13,0.168940870695257,"TYROBP","Illumina","GTSP1132"
"chr19",37779211,"+","Tcells","p00007",10,"GTSP1132-4","m24",24,1,0.0129954515919428,"ZNF573","Illumina","GTSP1132"
"chr19",41878194,"+","Tcells","p00007",9,"GTSP1132-1","m24",24,1,0.0129954515919428,"CD79A","Illumina","GTSP1132"
"chr19",43780159,"+","Tcells","p00007",2,"GTSP1132-2","m24",24,1,0.0129954515919428,"KCNN4","Illumina","GTSP1132"
"chr19",48322660,"+","Tcells","p00007",22,"GTSP1132-1","m24",24,1,0.0129954515919428,"CCDC114","Illumina","GTSP1132"
"chr19",49929399,"+","Tcells","p00007",147,"GTSP1132-1","m24",24,11,0.142949967511371,"IL4I1,NUP62,ATF5","Illumina","GTSP1132"
"chr19",57280825,"+","Tcells","p00007",14,"GTSP1132-4","m24",24,1,0.0129954515919428,"ZNF460","Illumina","GTSP1132"
"chr19",6892876,"+","Tcells","p00007",8,"GTSP1132-4","m24",24,1,0.0129954515919428,"ADGRE1","Illumina","GTSP1132"
"chr2",102419742,"-","Tcells","p00007",2283,"GTSP1132-1","m24",24,91,1.1825860948668,"IL18RAP","Illumina","GTSP1132"
"chr2",105328441,"-","Tcells","p00007",4,"GTSP1132-1","m24",24,1,0.0129954515919428,"TGFBRAP1","Illumina","GTSP1132"
"chr2",128218080,"-","Tcells","p00007",92,"GTSP1132-1","m24",24,9,0.116959064327485,"UGGT1","Illumina","GTSP1132"
"chr2",143478076,"-","Tcells","p00007",110,"GTSP1132-1","m24",24,6,0.0779727095516569,"ARHGAP15","Illumina","GTSP1132"
"chr2",156430782,"-","Tcells","p00007",11,"GTSP1132-1","m24",24,2,0.0259909031838856,"GPD2","Illumina","GTSP1132"
"chr2",172393607,"-","Tcells","p00007",176,"GTSP1132-1","m24",24,9,0.116959064327485,"ITGA6","Illumina","GTSP1132"
"chr2",174595359,"-","Tcells","p00007",12,"GTSP1132-3","m24",24,1,0.0129954515919428,"WIPF1","Illumina","GTSP1132"
"chr2",174667520,"-","Tcells","p00007",28,"GTSP1132-1","m24",24,1,0.0129954515919428,"WIPF1","Illumina","GTSP1132"
"chr2",181306513,"-","Tcells","p00007",971,"GTSP1132-1","m24",24,52,0.675763482781027,"LINC01934","Illumina","GTSP1132"
"chr2",181435565,"-","Tcells","p00007",721,"GTSP1132-1","m24",24,25,0.32488628979857,"ITGA4","Illumina","GTSP1132"
"chr2",196241870,"-","Tcells","p00007",293,"GTSP1132-1","m24",24,12,0.155945419103314,"HECW2","Illumina","GTSP1132"
"chr2",201118274,"-","Tcells","p00007",213,"GTSP1132-1","m24",24,12,0.155945419103314,"CFLAR","Illumina","GTSP1132"
"chr2",219206243,"-","Tcells","p00007",69,"GTSP1132-1","m24",24,2,0.0259909031838856,"ZFAND2B","Illumina","GTSP1132"
"chr2",231661679,"-","Tcells","p00007",2,"GTSP1132-4","m24",24,1,0.0129954515919428,"PTMA","Illumina","GTSP1132"
"chr2",232618711,"-","Tcells","p00007",1,"GTSP1132-3","m24",24,1,0.0129954515919428,"EFHD1","Illumina","GTSP1132"
"chr2",237436714,"-","Tcells","p00007",1,"GTSP1132-4","m24",24,1,0.0129954515919428,"COL6A3","Illumina","GTSP1132"
"chr2",237675845,"-","Tcells","p00007",18,"GTSP1132-1","m24",24,2,0.0259909031838856,"LRRFIP1","Illumina","GTSP1132"
"chr2",24973102,"-","Tcells","p00007",753,"GTSP1132-1","m24",24,37,0.480831708901884,"DNAJC27-AS1","Illumina","GTSP1132"
"chr2",25274152,"-","Tcells","p00007",70,"GTSP1132-1","m24",24,10,0.129954515919428,"DNMT3A","Illumina","GTSP1132"
"chr2",25274508,"-","Tcells","p00007",354,"GTSP1132-1","m24",24,25,0.32488628979857,"DNMT3A","Illumina","GTSP1132"
"chr2",26245236,"-","Tcells","p00007",202,"GTSP1132-1","m24",24,10,0.129954515919428,"HADHB","Illumina","GTSP1132"
"chr2",26411557,"-","Tcells","p00007",62,"GTSP1132-2","m24",24,3,0.0389863547758285,"DRC1","Illumina","GTSP1132"
"chr2",37851664,"-","Tcells","p00007",35,"GTSP1132-1","m24",24,1,0.0129954515919428,"LINC00211","Illumina","GTSP1132"
"chr2",42129391,"-","Tcells","p00007",56,"GTSP1132-1","m24",24,3,0.0389863547758285,"LOC102723824","Illumina","GTSP1132"
"chr2",45225437,"-","Tcells","p00007",56,"GTSP1132-1","m24",24,7,0.0909681611435997,"LINC01121","Illumina","GTSP1132"
"chr2",461514,"-","Tcells","p00007",14,"GTSP1132-3","m24",24,1,0.0129954515919428,"LOC105373352","Illumina","GTSP1132"
"chr2",55009733,"-","Tcells","p00007",99,"GTSP1132-1","m24",24,6,0.0779727095516569,"RTN4","Illumina","GTSP1132"
"chr2",61176544,"-","Tcells","p00007",1548,"GTSP1132-1","m24",24,55,0.714749837556855,"AHSA2","Illumina","GTSP1132"
"chr2",62477910,"-","Tcells","p00007",236,"GTSP1132-1","m24",24,15,0.194931773879142,"TMEM17","Illumina","GTSP1132"
"chr2",64550009,"-","Tcells","p00007",5,"GTSP1132-3","m24",24,1,0.0129954515919428,"AFTPH","Illumina","GTSP1132"
"chr2",68715664,"-","Tcells","p00007",18,"GTSP1132-2","m24",24,1,0.0129954515919428,"ARHGAP25","Illumina","GTSP1132"
"chr2",6910704,"-","Tcells","p00007",3,"GTSP1132-3","m24",24,1,0.0129954515919428,"RNF144A-AS1","Illumina","GTSP1132"
"chr2",70133106,"-","Tcells","p00007",5550,"GTSP1132-1","m24",24,158,2.05328135152697,"LINC01816","Illumina","GTSP1132"
"chr2",70299011,"-","Tcells","p00007",254,"GTSP1132-1","m24",24,16,0.207927225471085,"FAM136A","Illumina","GTSP1132"
"chr2",85711154,"-","Tcells","p00007",24,"GTSP1132-3","m24",24,1,0.0129954515919428,"GNLY","Illumina","GTSP1132"
"chr2",88733355,"-","Tcells","p00007",133,"GTSP1132-1","m24",24,7,0.0909681611435997,"RPIA","Illumina","GTSP1132"
"chr2",95043972,"-","Tcells","p00007",481,"GTSP1132-1","m24",24,25,0.32488628979857,"MAL","Illumina","GTSP1132"
"chr2",9680960,"-","Tcells","p00007",141,"GTSP1132-1","m24",24,5,0.0649772579597141,"YWHAQ","Illumina","GTSP1132"
"chr2",9681456,"-","Tcells","p00007",68,"GTSP1132-1","m24",24,1,0.0129954515919428,"YWHAQ","Illumina","GTSP1132"
"chr2",112707232,"+","Tcells","p00007",2139,"GTSP1132-1","m24",24,85,1.10461338531514,"CKAP2L","Illumina","GTSP1132"
"chr2",11702373,"+","Tcells","p00007",144,"GTSP1132-1","m24",24,7,0.0909681611435997,"LPIN1","Illumina","GTSP1132"
"chr2",123928975,"+","Tcells","p00007",8,"GTSP1132-1","m24",24,1,0.0129954515919428,"CNTNAP5","Illumina","GTSP1132"
"chr2",126659041,"+","Tcells","p00007",8,"GTSP1132-1","m24",24,1,0.0129954515919428,"GYPC","Illumina","GTSP1132"
"chr2",126975125,"+","Tcells","p00007",723,"GTSP1132-1","m24",24,37,0.480831708901884,"BIN1","Illumina","GTSP1132"
"chr2",131427450,"+","Tcells","p00007",18,"GTSP1132-4","m24",24,1,0.0129954515919428,"NOC2LP2","Illumina","GTSP1132"
"chr2",136137697,"+","Tcells","p00007",11,"GTSP1132-3","m24",24,1,0.0129954515919428,"CXCR4","Illumina","GTSP1132"
"chr2",178479591,"+","Tcells","p00007",40,"GTSP1132-1","m24",24,4,0.0519818063677713,"PLEKHA3","Illumina","GTSP1132"
"chr2",189763064,"+","Tcells","p00007",64,"GTSP1132-1","m24",24,1,0.0129954515919428,"OSGEPL1,OSGEPL1-AS1","Illumina","GTSP1132"
"chr2",191630634,"+","Tcells","p00007",152,"GTSP1132-1","m24",24,7,0.0909681611435997,"NABP1","Illumina","GTSP1132"
"chr2",201115740,"+","Tcells","p00007",5,"GTSP1132-2","m24",24,2,0.0259909031838856,"CFLAR","Illumina","GTSP1132"
"chr2",202641730,"+","Tcells","p00007",103,"GTSP1132-1","m24",24,8,0.103963612735543,"FAM117B","Illumina","GTSP1132"
"chr2",218285967,"+","Tcells","p00007",25,"GTSP1132-3","m24",24,2,0.0259909031838856,"PNKD,TMBIM1","Illumina","GTSP1132"
"chr2",219210218,"+","Tcells","p00007",436,"GTSP1132-1","m24",24,26,0.337881741390513,"ABCB6","Illumina","GTSP1132"
"chr2",224402567,"+","Tcells","p00007",3,"GTSP1132-1","m24",24,1,0.0129954515919428,"FAM124B","Illumina","GTSP1132"
"chr2",239266598,"+","Tcells","p00007",40,"GTSP1132-1","m24",24,1,0.0129954515919428,"HDAC4","Illumina","GTSP1132"
"chr2",24084055,"+","Tcells","p00007",22,"GTSP1132-1","m24",24,2,0.0259909031838856,"FAM228B,TP53I3","Illumina","GTSP1132"
"chr2",24825430,"+","Tcells","p00007",147,"GTSP1132-1","m24",24,6,0.0779727095516569,"ADCY3","Illumina","GTSP1132"
"chr2",25274812,"+","Tcells","p00007",556,"GTSP1132-1","m24",24,21,0.272904483430799,"DNMT3A","Illumina","GTSP1132"
"chr2",26069361,"+","Tcells","p00007",29,"GTSP1132-1","m24",24,3,0.0389863547758285,"RAB10","Illumina","GTSP1132"
"chr2",2685600,"+","Tcells","p00007",46,"GTSP1132-2","m24",24,3,0.0389863547758285,"LINC01250","Illumina","GTSP1132"
"chr2",27911893,"+","Tcells","p00007",38,"GTSP1132-2","m24",24,3,0.0389863547758285,"BRE","Illumina","GTSP1132"
"chr2",37823400,"+","Tcells","p00007",287,"GTSP1132-1","m24",24,25,0.32488628979857,"LINC00211","Illumina","GTSP1132"
"chr2",43196856,"+","Tcells","p00007",2,"GTSP1132-1","m24",24,2,0.0259909031838856,"ZFP36L2","Illumina","GTSP1132"
"chr2",48406437,"+","Tcells","p00007",199,"GTSP1132-1","m24",24,14,0.181936322287199,"FOXN2","Illumina","GTSP1132"
"chr2",54596034,"+","Tcells","p00007",54,"GTSP1132-1","m24",24,6,0.0779727095516569,"SPTBN1","Illumina","GTSP1132"
"chr2",55112782,"+","Tcells","p00007",21,"GTSP1132-3","m24",24,1,0.0129954515919428,"RTN4","Illumina","GTSP1132"
"chr2",64606282,"+","Tcells","p00007",3,"GTSP1132-4","m24",24,1,0.0129954515919428,"LOC339807","Illumina","GTSP1132"
"chr2",68295370,"+","Tcells","p00007",242,"GTSP1132-1","m24",24,21,0.272904483430799,"CNRIP1","Illumina","GTSP1132"
"chr2",68762394,"+","Tcells","p00007",1546,"GTSP1132-1","m24",24,73,0.948667966211826,"ARHGAP25","Illumina","GTSP1132"
"chr2",69643861,"+","Tcells","p00007",4,"GTSP1132-1","m24",24,1,0.0129954515919428,"ANXA4","Illumina","GTSP1132"
"chr2",96224845,"+","Tcells","p00007",264,"GTSP1132-1","m24",24,15,0.194931773879142,"STARD7-AS1","Illumina","GTSP1132"
"chr20",10264264,"-","Tcells","p00007",40,"GTSP1132-1","m24",24,5,0.0649772579597141,"SNAP25","Illumina","GTSP1132"
"chr20",10454042,"-","Tcells","p00007",523,"GTSP1132-1","m24",24,18,0.233918128654971,"SLX4IP","Illumina","GTSP1132"
"chr20",172371,"-","Tcells","p00007",8,"GTSP1132-1","m24",24,4,0.0519818063677713,"DEFB127","Illumina","GTSP1132"
"chr20",23159871,"-","Tcells","p00007",194,"GTSP1132-1","m24",24,6,0.0779727095516569,"LINC00656","Illumina","GTSP1132"
"chr20",3094756,"-","Tcells","p00007",32,"GTSP1132-1","m24",24,4,0.0519818063677713,"AVP","Illumina","GTSP1132"
"chr20",32539409,"-","Tcells","p00007",76,"GTSP1132-1","m24",24,6,0.0779727095516569,"NOL4L","Illumina","GTSP1132"
"chr20",35743913,"-","Tcells","p00007",10,"GTSP1132-4","m24",24,1,0.0129954515919428,"RBM39","Illumina","GTSP1132"
"chr20",35769005,"-","Tcells","p00007",200,"GTSP1132-2","m24",24,6,0.0779727095516569,"PHF20","Illumina","GTSP1132"
"chr20",37314893,"-","Tcells","p00007",383,"GTSP1132-1","m24",24,31,0.402858999350227,"MANBAL","Illumina","GTSP1132"
"chr20",3811673,"-","Tcells","p00007",145,"GTSP1132-1","m24",24,6,0.0779727095516569,"LINC01730","Illumina","GTSP1132"
"chr20",50381942,"-","Tcells","p00007",25,"GTSP1132-2","m24",24,1,0.0129954515919428,"LINC01271","Illumina","GTSP1132"
"chr20",53624157,"-","Tcells","p00007",11,"GTSP1132-4","m24",24,1,0.0129954515919428,"LOC105372672","Illumina","GTSP1132"
"chr20",59152778,"-","Tcells","p00007",2,"GTSP1132-2","m24",24,1,0.0129954515919428,"ZNF831","Illumina","GTSP1132"
"chr20",59221629,"-","Tcells","p00007",43,"GTSP1132-1","m24",24,4,0.0519818063677713,"ZNF831","Illumina","GTSP1132"
"chr20",60046729,"-","Tcells","p00007",4,"GTSP1132-2","m24",24,2,0.0259909031838856,"C20ORF197","Illumina","GTSP1132"
"chr20",62734615,"-","Tcells","p00007",88,"GTSP1132-1","m24",24,9,0.116959064327485,"NTSR1","Illumina","GTSP1132"
"chr20",62741137,"-","Tcells","p00007",4,"GTSP1132-1","m24",24,1,0.0129954515919428,"NTSR1","Illumina","GTSP1132"
"chr20",8602431,"-","Tcells","p00007",77,"GTSP1132-1","m24",24,6,0.0779727095516569,"PLCB1","Illumina","GTSP1132"
"chr20",1035054,"+","Tcells","p00007",22,"GTSP1132-3","m24",24,1,0.0129954515919428,"RSPO4","Illumina","GTSP1132"
"chr20",10435759,"+","Tcells","p00007",560,"GTSP1132-1","m24",24,25,0.32488628979857,"SLX4IP","Illumina","GTSP1132"
"chr20",17961482,"+","Tcells","p00007",2723,"GTSP1132-1","m24",24,98,1.2735542560104,"SNX5","Illumina","GTSP1132"
"chr20",22162465,"+","Tcells","p00007",25,"GTSP1132-1","m24",24,1,0.0129954515919428,"LINC01432","Illumina","GTSP1132"
"chr20",23642860,"+","Tcells","p00007",39,"GTSP1132-1","m24",24,4,0.0519818063677713,"CST3","Illumina","GTSP1132"
"chr20",31523492,"+","Tcells","p00007",37,"GTSP1132-4","m24",24,1,0.0129954515919428,"HM13","Illumina","GTSP1132"
"chr20",32672384,"+","Tcells","p00007",34,"GTSP1132-1","m24",24,6,0.0779727095516569,"C20ORF203","Illumina","GTSP1132"
"chr20",32777034,"+","Tcells","p00007",22,"GTSP1132-3","m24",24,1,0.0129954515919428,"DNMT3B","Illumina","GTSP1132"
"chr20",33000063,"+","Tcells","p00007",120,"GTSP1132-1","m24",24,4,0.0519818063677713,"SUN5","Illumina","GTSP1132"
"chr20",35769966,"+","Tcells","p00007",25,"GTSP1132-1","m24",24,2,0.0259909031838856,"PHF20","Illumina","GTSP1132"
"chr20",36574520,"+","Tcells","p00007",51,"GTSP1132-3","m24",24,1,0.0129954515919428,"TGIF2","Illumina","GTSP1132"
"chr20",4013189,"+","Tcells","p00007",1,"GTSP1132-1","m24",24,1,0.0129954515919428,"RNF24","Illumina","GTSP1132"
"chr20",49323407,"+","Tcells","p00007",1130,"GTSP1132-1","m24",24,90,1.16959064327485,"ZFAS1","Illumina","GTSP1132"
"chr20",53584585,"+","Tcells","p00007",6,"GTSP1132-1","m24",24,4,0.0519818063677713,"ZNF217","Illumina","GTSP1132"
"chr20",53641547,"+","Tcells","p00007",142,"GTSP1132-2","m24",24,5,0.0649772579597141,"LOC105372672","Illumina","GTSP1132"
"chr20",53678624,"+","Tcells","p00007",128,"GTSP1132-1","m24",24,5,0.0649772579597141,"LOC105372672","Illumina","GTSP1132"
"chr20",53754660,"+","Tcells","p00007",31,"GTSP1132-2","m24",24,1,0.0129954515919428,"SUMO1P1","Illumina","GTSP1132"
"chr20",53879837,"+","Tcells","p00007",4,"GTSP1132-1","m24",24,1,0.0129954515919428,"SUMO1P1","Illumina","GTSP1132"
"chr20",63635363,"+","Tcells","p00007",49,"GTSP1132-1","m24",24,5,0.0649772579597141,"STMN3","Illumina","GTSP1132"
"chr20",8393920,"+","Tcells","p00007",16,"GTSP1132-1","m24",24,4,0.0519818063677713,"PLCB1","Illumina","GTSP1132"
